Class,Number,CentroidX,CentroidY,Area,ActualArea,AspectRatio,MajorAxisLength,MinorAxisLength
Alive,1,19.2967741935484,7.4989247311828,465,133.450810255679,2.11064385598789,36.900031704057,17.4828318853376
Alive,2,37.6935933147632,16.322191272052,1077,309.089296011541,2.82103033651517,69.1254624323417,24.5036225018879
Alive,3,104.788173652695,25.6055389221557,2672,766.839924738011,2.49198795922222,96.0667599515835,38.5502504520797
Alive,4,175.037868162693,9.74894810659186,713,204.624575725375,1.91259588139758,42.4655470120745,22.2030944566523
Alive,5,316.214064115822,21.2564632885212,1934,555.040574267707,1.66191617135791,67.9581481299891,40.891441638998
Alive,6,483.84920913884,28.0783831282953,2845,816.48936597292,1.67265955344504,82.1508667060575,49.1139195282495
Alive,7,528.163902439024,11.1580487804878,1025,294.165764542089,2.62402961163066,60.6923442914607,23.1294433654445
Alive,8,648.171641791045,7.14427860696517,402,115.370377898458,2.30428996742661,34.9536224449877,15.1689340053081
Alive,9,762.192109777015,7.70497427101201,583,167.315747051744,2.28484329727973,44.1815909935238,19.3368144966988
Alive,10,793.996320523303,23.051103843009,2446,701.979961043853,2.06495919414023,80.914827552306,39.1847101782541
Alive,11,858.580524344569,9.96348314606742,1068,306.506377103367,3.25445958826131,68.0819014447011,20.9195719283992
Alive,12,907.612204724409,16.2893700787402,1016,291.582845633914,1.25154744278028,40.3657555743057,32.2526771215593
Alive,13,945.631190727081,10.9483667017914,949,272.354449317505,1.93157240815507,49.5545864677354,25.65504987466
Alive,14,988.168120539255,15.4084060269627,1261,361.895638134219,1.42455074173916,48.4712066646997,34.0256090881844
Alive,15,1005.57984496124,29.815503875969,1290,370.218376838336,2.46493430509757,74.8173059351965,30.3526571805471
Dead,16,1039.60256410256,11.4304029304029,546,156.697080429249,1.19861936369317,29.434236112807,24.5567834163089
Alive,17,1065.90067502411,20.2352941176471,1037,297.609656419655,1.44650236370534,43.9413949178447,30.3776862177295
Alive,18,1106.45774647887,6.66901408450704,426,122.25816165359,2.77897357607386,39.5648730182311,14.237225340634
Alive,19,1151.34723854289,20.4853113983549,1702,488.458664634766,1.55783506340723,59.5913631791557,38.2526780780117
Alive,20,1207.55106539309,12.252020573108,1361,390.594737113935,2.33304109966053,66.3075983466098,28.4211016926612
Dead,21,237.835787089468,29.9920724801812,1766,506.826087981784,1.05911982255954,50.2978771382733,47.490261315967
Dead,22,385.316648531012,32.4425099746101,2757,791.23415887077,1.18794406878869,66.7290186276287,56.1718521779146
Alive,23,690.514318885449,29.6219040247678,2584,741.584717635861,1.27590337783005,67.9869751546353,53.2853634028791
Alive,24,1240.90294117647,26.0955882352941,1360,390.307746124138,2.13161045091238,62.5965139042287,29.365831771671
Alive,25,568.702702702703,20.2672672672673,666,191.135999204909,1.57131299674583,37.3010354398945,23.7387684803374
Alive,26,334.573881373569,44.8928199791883,1922,551.596682390141,2.59295610513206,82.2707088691824,31.7285389854266
Dead,27,1280.19057377049,28.3002049180328,976,280.103206042028,1.16517207151105,38.5768513597793,33.1082870101333
Alive,28,618.67649536647,41.3167649536647,1187,340.658304889229,2.3210330943449,60.0225071329225,25.8602547629178
Alive,29,10.2962406015038,38.9368421052632,665,190.849008215111,1.59035209996521,39.3984749626335,24.773429081205
Alive,30,1097.20134874759,49.5209537572254,4152,1191.58658963781,1.43265479683654,88.2560126318704,61.603125070149
Alive,31,68.8121252498334,54.2771485676216,3002,861.546951371074,1.89794178752215,86.3980021487848,45.521945255013
Alive,32,653.539671682627,39.5998632010944,1462,419.580827083448,1.40837698285594,52.941440056596,37.5903900028528
Alive,33,1195.91556145004,57.1556145004421,2262,649.173618921176,2.68174240277642,89.3172215394093,33.3056677803725
Dead,34,277.962437395659,41.4649415692821,1198,343.815205776998,1.12371248956142,41.6789176723228,37.0903750376486
Alive,35,593.512978986403,34.4573547589617,809,232.175710745902,1.41412508932592,38.567342469118,27.2729355841512
Dead,36,853.028087567121,43.2606361007848,2421,694.805186298924,1.05104850099565,57.6492999754497,54.8493241946866
Alive,37,891.82985915493,54.5419718309859,1775,509.409006889959,1.34865327604472,59.2026364763719,43.8975958668926
Alive,38,938.377183967112,44.3787255909558,1946,558.484466145273,1.91939775090273,72.0755333209555,37.5511189835755
Dead,39,441.20063525675,50.646373742721,1889,542.125979726835,1.03176491761787,50.1541618541943,48.6100670780607
Alive,40,556.014671814672,48.2478764478765,1295,371.653331787322,1.31768975497874,46.7651366736589,35.4902483660984
Alive,41,173.250255362615,44.8692543411645,979,280.96417901142,1.21445699722607,39.0860859327532,32.1840015925053
Alive,42,737.804898298049,53.5981735159817,2409,691.361294421358,1.52068356204815,70.2193653038168,46.176184879148
Alive,43,801.827386692382,64.1991321118611,2074,595.21931283931,1.67769543749909,68.2993253723838,40.7102051098121
Alive,44,1017.63002364066,49.0425531914894,846,242.794377368397,1.63969415367167,42.8374167664972,26.125248218135
Alive,45,1250.78494623656,52.4385560675883,1302,373.662268715902,1.51597142023168,51.8192458701515,34.1822050063663
Alive,46,1041.19327731092,68.4699879951981,1666,478.126989002068,1.78481456371229,62.9461124455833,35.2675923456494
Alive,47,1152.06827612222,78.6386269332327,2651,760.813113952271,2.28431053482767,91.3601897688876,39.9946453759098
Alive,48,209.876127973749,58.1312551271534,1219,349.842016562738,1.45819955697352,48.3119549911664,33.1312369148139
Dead,49,970.471953578337,61.1798839458414,1034,296.748683450263,1.09465375630503,38.150657556171,34.8518034460024
Alive,50,518.251881876086,64.0486392588303,1727,495.633439379695,1.58516597546964,59.8317050372246,37.7447573081414
Alive,51,1287.29555555556,56.8688888888889,450,129.145945408722,1.22574266728285,26.9898483320039,22.0191799244725
Alive,52,21.6945636623748,72.4206008583691,1398,401.21340373643,1.60551178525198,54.7477495515526,34.0998739806572
Alive,53,235.631309686221,96.0944747612551,2932,841.457582085273,2.87848839050255,105.442157531769,36.631086607704
Alive,54,352.027659574468,79.1404255319149,1410,404.657295613995,2.06860521544378,62.4385220579533,30.1838753918824
Alive,55,520.530851777331,92.7139503688799,2982,855.807131575131,4.22934556847855,140.651830938581,33.2561689890898
Alive,56,948.362734288864,78.6030871003308,907,260.300827746024,1.85250224954064,46.967429884355,25.3535076116649
Alive,57,588.198163733741,82.2149961744453,1307,375.097223664888,1.58992658748647,52.6452645948221,33.1117581208887
Alive,58,632.717596229379,85.8000785545954,2546,730.679060023569,1.81002717201794,77.2653479895389,42.6873967330547
Alive,59,390.320168509742,81.7519747235387,1899,544.995889624807,1.52297749942222,61.8319189680868,40.5993647257063
Alive,60,678.298791821561,89.2578996282528,2152,617.604610043488,1.53007603061077,66.8534309549496,43.6928816722026
Alive,61,190.929086538462,85.8503605769231,1664,477.553007022474,1.62368985124602,59.3606607128783,36.5591129779649
Alive,62,290.438284518828,82.3969665271967,1912,548.72677249217,3.05473746842744,88.847588821235,29.0851799015557
Alive,63,1253.67749244713,92.7781973816717,3972,1139.92821147432,1.78459596753795,97.0676875375048,54.3919684360939
Alive,64,839.091728091728,91.7559377559378,2442,700.831997084665,1.57532534133144,70.7957229726809,44.9403822278676
Alive,65,470.075003922799,115.418484230347,6373,1828.9935779773,1.79995497687138,126.026924501056,70.0167093735373
Alive,66,1131.35586011342,107.542533081285,2116,607.27293441079,2.41277475307443,82.4615378338196,34.1770559927919
Alive,67,1003.35391652373,96.7364208118925,1749,501.947241155233,1.33158069141051,54.9176553647942,41.2424539639588
Alive,68,891.46013667426,92.287775246773,1317,377.96713356286,2.06649582159327,59.4661639963483,28.7763291727829
Alive,69,121.190336749634,116.256850031374,4781,1372.10392222022,2.11206955596262,120.612137996194,57.1061391684243
Alive,70,50.3909287257019,111.510259179266,1852,531.50731310434,1.65796272348391,63.6364669559403,38.3823267282027
Alive,71,1079.13223140496,102.010330578512,1452,416.710917185476,1.23106514156457,49.1090733362848,39.8915310638003
Alive,72,715.406099518459,97.1637239165329,1246,357.590773287261,1.807359550698,54.0958082368586,29.9308503479382
Alive,73,919.630031948882,119.162939297125,1565,449.140899032555,2.12492160141526,65.2491534426496,30.7066168460953
Alive,74,17.3382233088835,113.912795436023,1227,352.137944481115,1.98758549867335,56.5252997722876,28.4391789988488
Alive,75,324.048275862069,101.936551724138,725,208.068467602941,1.44809938700873,37.0658932514553,25.5962357169562
Alive,76,954.847285067873,130.90233785822,2652,761.100104942068,1.76786645494348,78.2133254519926,44.2416480234041
Alive,77,1038.87094801223,118.050152905199,1635,469.230268318356,1.85440160994853,63.6744476087336,34.3369242493813
Alive,78,272.142489270386,116.52017167382,1165,334.344503113691,1.38697035621857,46.5868072474598,33.5888990262734
Alive,79,376.462697274032,129.307030129125,2788,800.130879554482,1.25146516432821,72.7902040627024,58.1639874105297
Alive,80,989.875232774674,140.879577901924,1611,462.342484563225,2.74322901799877,76.5713829483414,27.9128656214789
Alive,81,301.718875502008,119.46452476573,747,214.382269378478,1.20772183174303,34.0684323798342,28.2088403839362
Dead,82,1105.49213011542,121.839454354669,953,273.502413276693,1.04206917804841,36.2998463464428,34.8343921028595
