Sample,Condition,CellLine,AspectRatio
25,Aligned,Parental,1.84117054311989
25,Aligned,Parental,1.6586594305808
25,Aligned,Parental,1.30622022481491
25,Aligned,Parental,1.25965861927018
25,Aligned,Parental,1.76705788109837
25,Aligned,Parental,1.30169582675422
25,Aligned,Parental,2.55040242086203
25,Aligned,Parental,1.18709832058856
25,Aligned,Parental,2.66963447899059
25,Aligned,Parental,1.13810032146246
25,Aligned,Parental,1.17170469148132
25,Aligned,Parental,1.34058511984137
25,Aligned,Parental,3.09002338828081
25,Aligned,Parental,2.08731475102342
25,Aligned,Parental,1.2078852624356
25,Aligned,Parental,2.17844678030996
25,Aligned,Parental,2.42995410926027
25,Aligned,Parental,1.1114933710152
25,Aligned,Parental,1.62774267907142
25,Aligned,Parental,2.52419906468485
25,Aligned,Parental,2.89241449282837
25,Aligned,Parental,1.70562402991426
25,Aligned,Parental,1.15952106250549
25,Aligned,Parental,1.7284338292762
25,Aligned,Parental,3.70848232691917
25,Aligned,Parental,1.12969181410743
25,Aligned,Parental,1.29693742228649
25,Aligned,Parental,1.64940367308688
25,Aligned,Parental,2.23744156556015
25,Aligned,Parental,2.27189458830166
25,Aligned,Parental,1.21942944610598
25,Aligned,Parental,1.89962133950108
25,Aligned,Parental,1.17194692740948
25,Aligned,Parental,1.57435797494786
25,Aligned,Parental,1.50898545107621
25,Aligned,Parental,1.29048345637432
25,Aligned,Parental,2.65030565685809
25,Aligned,Parental,1.27052515193779
25,Aligned,Parental,1.12379686601677
25,Aligned,Parental,1.13246160204913
25,Aligned,Parental,1.66790316392174
25,Aligned,Parental,1.23519267384735
25,Aligned,Parental,2.32358114658058
25,Aligned,Parental,3.17613541522875
25,Aligned,Parental,2.66257011506676
26,Aligned,Parental,1.42522309405488
26,Aligned,Parental,1.93310648749669
26,Aligned,Parental,2.35313845910929
26,Aligned,Parental,1.83059105904375
26,Aligned,Parental,1.44882720052733
26,Aligned,Parental,1.12126630691499
26,Aligned,Parental,2.01658230384536
26,Aligned,Parental,1.33359200215876
26,Aligned,Parental,1.18242673479595
26,Aligned,Parental,4.77184094182724
26,Aligned,Parental,1.18454510280036
26,Aligned,Parental,2.73860227202189
26,Aligned,Parental,1.68659465631972
26,Aligned,Parental,1.25331230468211
26,Aligned,Parental,2.83835027102122
26,Aligned,Parental,1.62565326624388
26,Aligned,Parental,1.35000903077475
26,Aligned,Parental,1.57828748928402
26,Aligned,Parental,4.96692518367771
26,Aligned,Parental,2.2174324104023
26,Aligned,Parental,1.29508085338229
26,Aligned,Parental,1.53367266271485
26,Aligned,Parental,1.4313889585617
26,Aligned,Parental,2.55218861585725
26,Aligned,Parental,2.03601754547347
26,Aligned,Parental,1.19195392003406
26,Aligned,Parental,1.21785771306274
26,Aligned,Parental,2.63938573344718
26,Aligned,Parental,1.41426665925485
26,Aligned,Parental,1.872483313311
26,Aligned,Parental,1.2290939020891
26,Aligned,Parental,1.60501056890791
26,Aligned,Parental,1.12949143816233
26,Aligned,Parental,1.86837701656892
26,Aligned,Parental,1.19570897204017
26,Aligned,Parental,1.81586609734908
26,Aligned,Parental,2.5200453226977
26,Aligned,Parental,1.44021413233693
26,Aligned,Parental,1.91885570475629
26,Aligned,Parental,1.3495148116441
26,Aligned,Parental,1.94537311766055
26,Aligned,Parental,1.44377990859343
26,Aligned,Parental,1.16374645451018
26,Aligned,Parental,1.71746803541341
26,Aligned,Parental,1.68138157580909
26,Aligned,Parental,2.26867267258615
26,Aligned,Parental,1.18723222835416
26,Aligned,Parental,2.87285868771257
26,Aligned,Parental,1.35843103359281
26,Aligned,Parental,1.52091221450591
26,Aligned,Parental,1.33595489772186
26,Aligned,Parental,1.15670194282069
26,Aligned,Parental,2.82976522722013
26,Aligned,Parental,1.54160948474129
26,Aligned,Parental,1.41299446026461
26,Aligned,Parental,1.58191327258299
26,Aligned,Parental,1.5242048933854
26,Aligned,Parental,1.89263419499498
26,Aligned,Parental,1.39194329818856
26,Aligned,Parental,1.3955530225207
26,Aligned,Parental,1.47108488377406
26,Aligned,Parental,1.22233029709355
26,Aligned,Parental,1.57320380419159
26,Aligned,Parental,1.89377557062056
26,Aligned,Parental,1.35783254523341
26,Aligned,Parental,1.32117237516649
26,Aligned,Parental,1.49934899813733
26,Aligned,Parental,1.19112359435066
26,Aligned,Parental,2.2381432650037
26,Aligned,Parental,1.18074298699474
26,Aligned,Parental,1.50778103245191
26,Aligned,Parental,2.62203585628347
26,Aligned,Parental,1.54918399761168
26,Aligned,Parental,1.90166133158417
26,Aligned,Parental,2.52988481540274
26,Aligned,Parental,1.42930134767199
26,Aligned,Parental,1.18855459681997
26,Aligned,Parental,1.35289719160917
26,Aligned,Parental,2.72646673234983
26,Aligned,Parental,1.10855841815704
26,Aligned,Parental,1.46242768211121
26,Aligned,Parental,2.55860578795673
26,Aligned,Parental,1.35892144247002
26,Aligned,Parental,1.42756675248104
26,Aligned,Parental,1.17023017318071
26,Aligned,Parental,1.5421379596258
26,Aligned,Parental,3.14677633918406
26,Aligned,Parental,1.26991346454085
26,Aligned,Parental,2.82865794660435
26,Aligned,Parental,1.30026660618231
26,Aligned,Parental,1.35884716068805
26,Aligned,Parental,1.16857156044925
26,Aligned,Parental,3.27982651734734
26,Aligned,Parental,1.47150437236485
26,Aligned,Parental,1.14984630444497
26,Aligned,Parental,2.71059487342197
26,Aligned,Parental,1.33936893392038
26,Aligned,Parental,2.64925496906238
26,Aligned,Parental,1.76210145797652
26,Aligned,Parental,1.58649997700315
26,Aligned,Parental,1.46839281350899
26,Aligned,Parental,4.49237636997295
26,Aligned,Parental,2.31789048482247
26,Aligned,Parental,1.2293649823384
26,Aligned,Parental,1.32831661822657
26,Aligned,Parental,1.80994346458061
26,Aligned,Parental,2.09906297408006
26,Aligned,Parental,1.27588544117583
26,Aligned,Parental,2.05665185996558
26,Aligned,Parental,1.19623361172923
26,Aligned,Parental,1.51550982620244
26,Aligned,Parental,1.24642299636606
26,Aligned,Parental,1.78039472543227
26,Aligned,Parental,1.79390820758195
26,Aligned,Parental,1.11031150944381
26,Aligned,Parental,1.31965144989681
26,Aligned,Parental,1.28983269226915
26,Aligned,Parental,1.15187553088623
26,Aligned,Parental,1.94311561240848
26,Aligned,Parental,1.27680137076271
26,Aligned,Parental,1.38736328874385
26,Aligned,Parental,1.2740635593976
26,Aligned,Parental,1.73380688352955
26,Aligned,Parental,1.43771299887649
26,Aligned,Parental,1.34142886151655
26,Aligned,Parental,1.70067094826649
26,Aligned,Parental,1.40217327991805
26,Aligned,Parental,1.4244539489804
26,Aligned,Parental,3.25368397285392
26,Aligned,Parental,1.63751057207514
26,Aligned,Parental,1.49878819347524
26,Aligned,Parental,2.28403189512862
26,Aligned,Parental,1.24148081992261
26,Aligned,Parental,2.29187347903253
26,Aligned,Parental,2.86484995459033
26,Aligned,Parental,1.7700290641471
26,Aligned,Parental,1.23508330393015
26,Aligned,Parental,4.27091047621865
26,Aligned,Parental,3.9956383201663
26,Aligned,Parental,5.62902460023064
26,Aligned,Parental,3.13229164742264
26,Aligned,Parental,4.43025070967438
26,Aligned,Parental,1.8534221656545
26,Aligned,Parental,1.68716766701428
26,Aligned,Parental,2.64291662680589
26,Aligned,Parental,2.79244686926328
26,Aligned,Parental,1.87648951112463
26,Aligned,Parental,3.33485105122242
26,Aligned,Parental,3.32854126358839
26,Aligned,Parental,1.62182159174934
26,Aligned,Parental,1.62898299456292
26,Aligned,Parental,1.23976517670042
26,Aligned,Parental,3.50934122339224
26,Aligned,Parental,1.19354181847387
26,Aligned,Parental,2.31523781383085
26,Aligned,Parental,1.35317111424632
26,Aligned,Parental,2.17202698030006
26,Aligned,Parental,2.33949390728851
26,Aligned,Parental,1.328738197286
26,Aligned,Parental,1.9283113018361
26,Aligned,Parental,2.28486112391161
26,Aligned,Parental,1.43988354680291
26,Aligned,Parental,1.3525373490385
26,Aligned,Parental,1.55026858320678
26,Aligned,Parental,1.25230332361129
26,Aligned,Parental,1.60369501157949
26,Aligned,Parental,2.14466167215717
26,Aligned,Parental,1.41569059440747
26,Aligned,Parental,1.80574243300608
26,Aligned,Parental,3.34064924237993
26,Aligned,Parental,1.14849828334673
26,Aligned,Parental,1.21475192081108
26,Aligned,Parental,2.04601633141742
26,Aligned,Parental,1.865123425693
26,Aligned,Parental,1.24009806051251
26,Aligned,Parental,1.1250779569267
26,Aligned,Parental,1.29740662509895
26,Aligned,Parental,1.90429121775102
26,Aligned,Parental,1.19260183079568
26,Aligned,Parental,1.23660475883751
26,Aligned,Parental,1.35227859286967
26,Aligned,Parental,1.67323105693768
26,Aligned,Parental,1.57546526947689
26,Aligned,Parental,1.29788235922256
26,Aligned,Parental,1.24926174950703
26,Aligned,Parental,1.29778505922385
26,Aligned,Parental,2.25023224276372
26,Aligned,Parental,1.66595686458178
26,Aligned,Parental,1.29902480227401
26,Aligned,Parental,1.1477110743227
26,Aligned,Parental,1.70840959887612
26,Aligned,Parental,1.58784963671781
26,Aligned,Parental,1.20144383103423
26,Aligned,Parental,2.08539864929221
26,Aligned,Parental,1.7877614283535
26,Aligned,Parental,1.46291202305968
26,Aligned,Parental,1.36852532408789
26,Aligned,Parental,1.39883611493952
26,Aligned,Parental,1.20481326389153
26,Aligned,Parental,1.63395995164811
26,Aligned,Parental,1.61351975679753
26,Aligned,Parental,1.28950268037743
26,Aligned,Parental,1.99985815173627
26,Aligned,Parental,1.67377061604431
26,Aligned,Parental,1.94512587230615
26,Aligned,Parental,1.97886153227387
26,Aligned,Parental,2.02046753618958
26,Aligned,Parental,1.30458261501518
26,Aligned,Parental,3.42285907509498
26,Aligned,Parental,1.85733112131164
26,Aligned,Parental,2.60556365077657
26,Aligned,Parental,1.30210953955729
26,Aligned,Parental,2.16356178184635
26,Aligned,Parental,1.32444284217293
26,Aligned,Parental,1.80331873149762
26,Aligned,Parental,1.26940101126535
26,Aligned,Parental,1.80797525197551
26,Aligned,Parental,1.26321958156868
26,Aligned,Parental,1.50669488068475
26,Aligned,Parental,1.32657041946278
26,Aligned,Parental,1.27831250181298
26,Aligned,Parental,2.58641619673209
26,Aligned,Parental,1.4262136254159
26,Aligned,Parental,1.272673271988
26,Aligned,Parental,2.51449308773123
26,Aligned,Parental,2.1107650032656
26,Aligned,Parental,1.20104889452829
26,Aligned,Parental,1.97627504673277
26,Aligned,Parental,1.11710865983802
26,Aligned,Parental,1.71516403456481
26,Aligned,Parental,2.8743147329206
26,Aligned,Parental,1.29365165744068
26,Aligned,Parental,1.95556351576347
26,Aligned,Parental,2.96401508374835
26,Aligned,Parental,1.12492172321221
26,Aligned,Parental,1.1343478445892
26,Aligned,Parental,1.72935855284539
26,Aligned,Parental,1.13879234437971
26,Aligned,Parental,1.40534335975258
26,Aligned,Parental,1.23079992720387
26,Aligned,Parental,1.40858557190823
26,Aligned,Parental,2.0892417642954
26,Aligned,Parental,4.79747036534244
26,Aligned,Parental,1.11629057433557
26,Aligned,Parental,1.20335115927537
26,Aligned,Parental,2.07842434885679
26,Aligned,Parental,1.67222417256906
26,Aligned,Parental,1.47630991624447
26,Aligned,Parental,1.18486587657677
26,Aligned,Parental,2.05630208583524
26,Aligned,Parental,1.46998681189457
26,Aligned,Parental,1.1472513972279
26,Aligned,Parental,2.13062035517906
26,Aligned,Parental,1.27494602464974
26,Aligned,Parental,1.33675017322168
26,Aligned,Parental,1.50932356580676
26,Aligned,Parental,1.38243109741715
26,Aligned,Parental,1.15486003294412
26,Aligned,Parental,1.73226631494539
26,Aligned,Parental,1.18730731600447
26,Aligned,Parental,1.47287591206937
26,Aligned,Parental,2.65800242976409
26,Aligned,Parental,1.48540047558785
26,Aligned,Parental,1.50974677375554
26,Aligned,Parental,4.09066393676268
26,Aligned,Parental,2.78096382143098
26,Aligned,Parental,1.60667398405602
26,Aligned,Parental,1.55938437778824
26,Aligned,Parental,1.88013303762786
26,Aligned,Parental,2.49107310810613
26,Aligned,Parental,1.38980701845411
26,Aligned,Parental,1.15454755911813
26,Aligned,Parental,4.05495372249184
26,Aligned,Parental,1.498684159988
26,Aligned,Parental,1.3365539073003
26,Aligned,Parental,1.66725436742566
26,Aligned,Parental,2.1152309580313
26,Aligned,Parental,1.29980636667462
26,Aligned,Parental,1.29008163227415
26,Aligned,Parental,2.34088721541436
26,Aligned,Parental,2.96262355557542
26,Aligned,Parental,1.4950102550149
26,Aligned,Parental,1.12125653770412
26,Aligned,Parental,2.06240935443391
26,Aligned,Parental,2.22220985968455
26,Aligned,Parental,1.54921177252599
26,Aligned,Parental,3.28622700284452
26,Aligned,Parental,1.61755293314997
26,Aligned,Parental,1.30503245492727
26,Aligned,Parental,1.4332210469671
26,Aligned,Parental,3.23342065104283
26,Aligned,Parental,3.13971740666953
26,Aligned,Parental,2.00641796434149
26,Aligned,Parental,2.09697733986273
26,Aligned,Parental,1.63596764452401
26,Aligned,Parental,1.16165794407863
26,Aligned,Parental,1.82797876965587
26,Aligned,Parental,1.61885514711676
26,Aligned,Parental,1.96582642098196
26,Aligned,Parental,1.55767014003636
26,Aligned,Parental,1.55415888403366
26,Aligned,Parental,1.70561712137835
26,Aligned,Parental,4.11983694174814
26,Aligned,Parental,1.18437796290818
26,Aligned,Parental,2.92377550993532
26,Aligned,Parental,1.27725828294883
26,Aligned,Parental,1.32395720160644
26,Aligned,Parental,1.72845646287387
26,Aligned,Parental,1.26733322106802
26,Aligned,Parental,1.14654321694333
26,Aligned,Parental,1.42099827282003
26,Aligned,Parental,1.18708742187349
26,Aligned,Parental,1.21477105811403
26,Aligned,Parental,1.47222089328119
26,Aligned,Parental,1.44836596979158
26,Aligned,Parental,1.64101196649899
26,Aligned,Parental,1.39425311192846
26,Aligned,Parental,1.67767536590198
26,Aligned,Parental,1.47422970556142
26,Aligned,Parental,1.16041509433294
26,Aligned,Parental,1.70925620994519
26,Aligned,Parental,2.31456611744916
26,Aligned,Parental,1.49733520553565
26,Aligned,Parental,1.35767059163358
26,Aligned,Parental,1.15068483968619
26,Aligned,Parental,1.35592791742051
26,Aligned,Parental,1.4276368061132
26,Aligned,Parental,1.48745539903279
26,Aligned,Parental,1.22879130941263
26,Aligned,Parental,1.61985004914996
26,Aligned,Parental,1.12459156552305
26,Aligned,Parental,1.52081189147344
26,Aligned,Parental,1.60014390502706
26,Aligned,Parental,2.59449759114017
26,Aligned,Parental,1.35942806291734
26,Aligned,Parental,2.77263442982907
26,Aligned,Parental,1.28767784802151
26,Aligned,Parental,2.02788490573086
26,Aligned,Parental,1.82991392684853
26,Aligned,Parental,1.25492160001307
26,Aligned,Parental,1.68347252682653
26,Aligned,Parental,2.26090933019764
26,Aligned,Parental,1.43764032454435
26,Aligned,Parental,2.34163424159444
26,Aligned,Parental,1.2880824596067
26,Aligned,Parental,1.78162893129809
26,Aligned,Parental,2.05602263972372
26,Aligned,Parental,1.17200893150191
26,Aligned,Parental,2.34026952277097
26,Aligned,Parental,1.94761066852951
26,Aligned,Parental,1.15532395784929
26,Aligned,Parental,1.12521953049829
26,Aligned,Parental,5.40607881032558
26,Aligned,Parental,1.55914679056902
26,Aligned,Parental,1.51183931153458
26,Aligned,Parental,1.67991068157758
26,Aligned,Parental,2.48463888172891
26,Aligned,Parental,1.26209338720949
26,Aligned,Parental,1.1153676052363
26,Aligned,Parental,1.87581342920846
26,Aligned,Parental,3.07131702391124
26,Aligned,Parental,1.556341340969
26,Aligned,Parental,1.5677973927496
26,Aligned,Parental,2.77267130887701
26,Aligned,Parental,1.29296766946831
26,Aligned,Parental,1.95634031217077
26,Aligned,Parental,3.45190785705506
26,Aligned,Parental,2.03769946235479
26,Aligned,Parental,1.66721096378622
26,Aligned,Parental,1.13155650337548
26,Aligned,Parental,1.11724080689787
26,Aligned,Parental,1.29232315468438
26,Aligned,Parental,2.00790902389938
26,Aligned,Parental,1.1299760547769
26,Aligned,Parental,2.06532401720297
26,Aligned,Parental,1.10893652733561
26,Aligned,Parental,1.27513430856201
26,Aligned,Parental,1.9846678456752
26,Aligned,Parental,1.12182326402629
26,Aligned,Parental,1.86440076063893
26,Aligned,Parental,2.40883733503978
26,Aligned,Parental,1.2675029521518
26,Aligned,Parental,2.2981604355898
26,Aligned,Parental,1.25829325497572
26,Aligned,Parental,1.22034110729516
26,Aligned,Parental,1.68813475375738
26,Aligned,Parental,1.53892697057146
26,Aligned,Parental,1.41888121703307
26,Aligned,Parental,2.18684350875944
26,Aligned,Parental,1.13789118923533
26,Aligned,Parental,1.53548075269858
26,Aligned,Parental,1.38661096247086
26,Aligned,Parental,1.49069836259808
26,Aligned,Parental,1.74280356098118
26,Aligned,Parental,3.06736631319026
26,Aligned,Parental,2.20534995163125
26,Aligned,Parental,1.66942232519593
26,Aligned,Parental,2.60637629827779
26,Aligned,Parental,1.75675944913937
26,Aligned,Parental,1.39631792880841
26,Aligned,Parental,1.37401367323474
26,Aligned,Parental,3.41979570662613
26,Aligned,Parental,1.64710481737972
26,Aligned,Parental,1.74294875345135
26,Aligned,Parental,1.23314119813544
26,Aligned,Parental,1.24024796949939
26,Aligned,Parental,1.182733719501
26,Aligned,Parental,1.26583607765783
26,Aligned,Parental,1.53883208857051
26,Aligned,Parental,1.32957918282306
26,Aligned,Parental,1.50064085932023
26,Aligned,Parental,1.13785505342113
26,Aligned,Parental,1.19169081284472
26,Aligned,Parental,1.22472463056909
26,Aligned,Parental,2.72255053806824
26,Aligned,Parental,2.70701879938908
26,Aligned,Parental,1.57214543873871
26,Aligned,Parental,1.18335600166739
26,Aligned,Parental,2.4436578470838
26,Aligned,Parental,1.16155875054123
26,Aligned,Parental,1.95352404333283
26,Aligned,Parental,1.34418768927311
26,Aligned,Parental,1.21608255142147
26,Aligned,Parental,1.22547392069221
26,Aligned,Parental,2.12489344595739
26,Aligned,Parental,2.52600912400226
26,Aligned,Parental,1.38620371942247
26,Aligned,Parental,2.61184449684975
26,Aligned,Parental,1.11304575648202
26,Aligned,Parental,1.60730064321306
26,Aligned,Parental,1.48877121858061
26,Aligned,Parental,1.23287557341242
26,Aligned,Parental,1.40418486917346
26,Aligned,Parental,1.8559880677483
26,Aligned,Parental,2.62657929185086
26,Aligned,Parental,1.43563452937712
26,Aligned,Parental,1.16739599357963
26,Aligned,Parental,1.30880822614884
26,Aligned,Parental,1.80093703353272
26,Aligned,Parental,1.2387487028718
26,Aligned,Parental,1.37722362718016
26,Aligned,Parental,1.27372380040874
26,Aligned,Parental,1.18033452049143
26,Aligned,Parental,1.38256009634808
26,Aligned,Parental,1.21974353828891
26,Aligned,Parental,1.74419860490119
26,Aligned,Parental,1.41371382157229
26,Aligned,Parental,1.3729100910788
26,Aligned,Parental,1.57865373349166
26,Aligned,Parental,1.78376026225196
26,Aligned,Parental,1.30714461043759
26,Aligned,Parental,2.04852184879118
26,Aligned,Parental,1.42205247100625
26,Aligned,Parental,2.40214997923058
26,Aligned,Parental,1.20603587772607
26,Aligned,Parental,1.30977827540749
26,Aligned,Parental,2.45153859793113
26,Aligned,Parental,1.16747369541293
26,Aligned,Parental,2.61010567917627
26,Aligned,Parental,2.42720871626896
26,Aligned,Parental,1.65769701546462
26,Aligned,Parental,1.27076010887469
26,Aligned,Parental,1.49691295988911
26,Aligned,Parental,1.31077103207495
26,Aligned,Parental,1.66276612359105
26,Aligned,Parental,1.7659243477596
26,Aligned,Parental,2.4793656361576
26,Aligned,Parental,1.1584333605358
26,Aligned,Parental,1.25569014107284
26,Aligned,Parental,2.96882425114077
26,Aligned,Parental,1.33346022074699
26,Aligned,Parental,1.42432934867317
26,Aligned,Parental,1.7215762266458
26,Aligned,Parental,1.49091543366914
26,Aligned,Parental,1.47676726147218
26,Aligned,Parental,1.47110823381732
26,Aligned,Parental,1.30238925268623
26,Aligned,Parental,1.59513356827764
26,Aligned,Parental,2.17550289570972
26,Aligned,Parental,1.45070810817598
26,Aligned,Parental,1.27561038180275
26,Aligned,Parental,1.46535613401495
26,Aligned,Parental,1.31111896267585
26,Aligned,Parental,1.30680942686106
26,Aligned,Parental,1.85261602408659
26,Aligned,Parental,1.20502807096992
26,Aligned,Parental,1.83242533130184
26,Aligned,Parental,1.96074816565523
26,Aligned,Parental,1.20188180515033
26,Aligned,Parental,1.59683481240782
26,Aligned,Parental,2.22302754104125
26,Aligned,Parental,1.60742812318392
26,Aligned,Parental,1.26578282754416
26,Aligned,Parental,1.41091510017856
26,Aligned,Parental,1.74653027463602
26,Aligned,Parental,1.19586212380997
26,Aligned,Parental,1.55933136109421
26,Aligned,Parental,1.27559492770602
26,Aligned,Parental,1.57733522073923
26,Aligned,Parental,1.3116817086223
26,Aligned,Parental,1.28059813374336
26,Aligned,Parental,1.25571780181081
26,Aligned,Parental,1.36323882829757
26,Aligned,Parental,1.26518223800507
26,Aligned,Parental,1.62524403886735
26,Aligned,Parental,2.12774020406198
26,Aligned,Parental,1.52792181395976
26,Aligned,Parental,1.87530727882282
26,Aligned,Parental,1.17035404694335
26,Aligned,Parental,2.3509962308368
26,Aligned,Parental,3.97745508582459
26,Aligned,Parental,1.36661480052962
26,Aligned,Parental,1.41560498927182
26,Aligned,Parental,1.79729580373618
26,Aligned,Parental,1.30261898977271
26,Aligned,Parental,1.6094798390515
26,Aligned,Parental,1.17200074577573
26,Aligned,Parental,1.42540338688658
26,Aligned,Parental,1.21754946067711
26,Aligned,Parental,1.82599633510587
26,Aligned,Parental,3.11512337946011
26,Aligned,Parental,1.36974264911393
26,Aligned,Parental,1.44846460966839
26,Aligned,Parental,2.43069595210997
26,Aligned,Parental,1.77123203219477
26,Aligned,Parental,1.54408807709639
26,Aligned,Parental,2.33733869125615
26,Aligned,Parental,1.16690086887651
26,Aligned,Parental,3.03357172722787
26,Aligned,Parental,1.33909290871829
26,Aligned,Parental,2.53082199961398
26,Aligned,Parental,1.21601786694776
26,Aligned,Parental,1.18246273810799
26,Aligned,Parental,1.37104677563731
26,Aligned,Parental,1.85963326254138
26,Aligned,Parental,2.32007879669156
26,Aligned,Parental,1.26735670503654
26,Aligned,Parental,1.41356664320755
26,Aligned,Parental,1.25497329609382
26,Aligned,Parental,1.15531991826855
26,Aligned,Parental,3.73244151972438
26,Aligned,Parental,1.30792351988148
26,Aligned,Parental,1.60198618288647
26,Aligned,Parental,1.39199763469178
26,Aligned,Parental,1.36057418486208
26,Aligned,Parental,1.58058126385862
26,Aligned,Parental,1.56051175472765
26,Aligned,Parental,1.87999714030076
26,Aligned,Parental,1.15313058177515
26,Aligned,Parental,1.42030494882169
26,Aligned,Parental,2.42270872622703
26,Aligned,Parental,1.47304820713567
26,Aligned,Parental,2.61229745666196
26,Aligned,Parental,2.50997117788141
26,Aligned,Parental,1.60258966390983
26,Aligned,Parental,1.25749354664407
26,Aligned,Parental,1.18500732062066
26,Aligned,Parental,2.43333504881148
26,Aligned,Parental,1.11180760378633
26,Aligned,Parental,1.56366223716964
26,Aligned,Parental,1.90006971949832
26,Aligned,Parental,1.35022119867728
26,Aligned,Parental,1.68734520549282
26,Aligned,Parental,4.08236653463201
26,Aligned,Parental,2.29209253955197
26,Aligned,Parental,4.14679351612359
26,Aligned,Parental,1.12703536771473
26,Aligned,Parental,1.22642895769297
26,Aligned,Parental,1.30395618327875
26,Aligned,Parental,1.12826266585339
26,Aligned,Parental,2.68337196171701
26,Aligned,Parental,1.61501873144791
26,Aligned,Parental,1.12114047767343
26,Aligned,Parental,1.54593749505262
26,Aligned,Parental,1.56624849189063
26,Aligned,Parental,1.19162189295531
26,Aligned,Parental,1.86643008541915
26,Aligned,Parental,2.69662935697435
26,Aligned,Parental,2.28918132060863
26,Aligned,Parental,1.84246200368907
26,Aligned,Parental,5.32681219830869
26,Aligned,Parental,1.69657288673556
26,Aligned,Parental,1.86976536703971
26,Aligned,Parental,2.19771895331477
26,Aligned,Parental,2.99259210867418
26,Aligned,Parental,1.55345368663022
26,Aligned,Parental,1.16210226363374
26,Aligned,Parental,2.23631000924411
26,Aligned,Parental,1.6617559464428
26,Aligned,Parental,1.812670093186
26,Aligned,Parental,1.37350318685274
26,Aligned,Parental,1.26494894849652
26,Aligned,Parental,2.06228822808571
26,Aligned,Parental,1.11803317635755
26,Aligned,Parental,3.53154773915438
26,Aligned,Parental,2.26559475072907
26,Aligned,Parental,2.27158197200278
26,Aligned,Parental,1.89805312033792
26,Aligned,Parental,1.27821407099827
26,Aligned,Parental,1.14663982894277
26,Aligned,Parental,1.75244635981527
26,Aligned,Parental,2.39497418835573
26,Aligned,Parental,1.73958789578965
26,Aligned,Parental,1.43624409719628
26,Aligned,Parental,1.53193002432748
26,Aligned,Parental,1.27904809487336
26,Aligned,Parental,1.79704212267633
26,Aligned,Parental,1.43274853030349
26,Aligned,Parental,1.51815484340863
26,Aligned,Parental,2.13269351620791
26,Aligned,Parental,1.52645788968635
26,Aligned,Parental,1.58756285048367
26,Aligned,Parental,4.38637066284987
26,Aligned,Parental,1.53480515588878
26,Aligned,Parental,1.66006391257332
26,Aligned,Parental,1.46089424809041
26,Aligned,Parental,1.29662958994194
26,Aligned,Parental,3.70674625323469
26,Aligned,Parental,1.5371000037316
26,Aligned,Parental,2.13897627729106
26,Aligned,Parental,1.2227087600856
26,Aligned,Parental,4.33760048981043
26,Aligned,Parental,2.3822961928213
26,Aligned,Parental,1.27742101204007
26,Aligned,Parental,1.11207419658609
26,Aligned,Parental,1.23878758968402
26,Aligned,Parental,1.6951651632285
26,Aligned,Parental,1.29033494942199
26,Aligned,Parental,3.35869527357263
26,Aligned,Parental,1.89621954660012
26,Aligned,Parental,1.794279310995
26,Aligned,Parental,1.13288366084692
26,Aligned,Parental,1.38934849585852
26,Aligned,Parental,2.24204580067831
26,Aligned,Parental,2.1554885719403
26,Aligned,Parental,1.96066902767658
26,Aligned,Parental,2.25316050021892
26,Aligned,Parental,2.12459741875097
26,Aligned,Parental,1.77840434337596
26,Aligned,Parental,1.27893990397929
26,Aligned,Parental,3.54407621673156
26,Aligned,Parental,2.83888171974419
26,Aligned,Parental,2.14140525224799
26,Aligned,Parental,1.58716219973669
26,Aligned,Parental,1.18061608775769
26,Aligned,Parental,2.32574768921752
26,Aligned,Parental,1.9409948853484
26,Aligned,Parental,1.51689585807466
26,Aligned,Parental,1.76972354147651
26,Aligned,Parental,1.52754881299886
26,Aligned,Parental,1.29881034774545
26,Aligned,Parental,2.06234152621104
26,Aligned,Parental,1.58961815207245
26,Aligned,Parental,1.99595176466948
26,Aligned,Parental,2.15384113847138
26,Aligned,Parental,3.72025887874769
26,Aligned,Parental,2.18912972738543
26,Aligned,Parental,1.5845173560455
26,Aligned,Parental,1.47484175127256
26,Aligned,Parental,1.47054728848557
26,Aligned,Parental,2.73455059727626
26,Aligned,Parental,2.39378258361698
26,Aligned,Parental,1.55860646017811
26,Aligned,Parental,2.17392986982814
26,Aligned,Parental,1.86110161812794
26,Aligned,Parental,2.45021194053083
26,Aligned,Parental,1.54986140074281
26,Aligned,Parental,1.94577386424975
26,Aligned,Parental,1.26888432314954
26,Aligned,Parental,1.2746911505283
26,Aligned,Parental,1.52879680455981
26,Aligned,Parental,1.20899200380232
26,Aligned,Parental,1.58433953838299
26,Aligned,Parental,1.65166100031899
26,Aligned,Parental,3.1753453269605
26,Aligned,Parental,3.52438020771596
26,Aligned,Parental,1.39536270052417
26,Aligned,Parental,1.49106100625833
26,Aligned,Parental,2.33454264047388
26,Aligned,Parental,1.77619006471581
26,Aligned,Parental,1.28463722126822
26,Aligned,Parental,1.89854645840138
26,Aligned,Parental,1.22689736754349
26,Aligned,Parental,1.10313529216522
26,Aligned,Parental,1.71499615129556
26,Aligned,Parental,1.66698491624817
26,Aligned,Parental,1.3701724542303
26,Aligned,Parental,1.62252443876642
26,Aligned,Parental,1.33327689320951
26,Aligned,Parental,1.40554593274008
26,Aligned,Parental,1.81854421015904
