Sample,Condition,CellLine,AspectRatio
12,Random,Parental,1.25365779700748
12,Random,Parental,1.9824417945954
12,Random,Parental,1.17855071612637
12,Random,Parental,1.46021178769925
12,Random,Parental,1.3639124130414
12,Random,Parental,1.34497281533173
12,Random,Parental,1.30394480474122
12,Random,Parental,3.43731462519862
12,Random,Parental,1.61011960917819
12,Random,Parental,2.85005483290657
12,Random,Parental,1.25714303295802
12,Random,Parental,4.68343606707849
12,Random,Parental,1.87086295254378
12,Random,Parental,1.42889770504964
12,Random,Parental,3.87035022042078
12,Random,Parental,4.21136002881066
12,Random,Parental,2.3291117693782
12,Random,Parental,2.60755110214816
12,Random,Parental,1.20639292214044
12,Random,Parental,2.57633106098796
12,Random,Parental,2.21656773536532
12,Random,Parental,1.27457531207217
12,Random,Parental,3.02217345027859
12,Random,Parental,4.33172380666522
12,Random,Parental,1.50615723078218
12,Random,Parental,1.13131220862197
12,Random,Parental,2.77276614528221
12,Random,Parental,1.68139537768084
12,Random,Parental,2.05750484356335
12,Random,Parental,1.43823693529626
12,Random,Parental,1.33493872749179
12,Random,Parental,1.31863803835974
12,Random,Parental,4.07908320564095
12,Random,Parental,7.06394538777654
12,Random,Parental,1.21695240647768
12,Random,Parental,3.07356759576755
12,Random,Parental,1.41091039842966
12,Random,Parental,1.18378279987728
12,Random,Parental,1.7221615558574
12,Random,Parental,3.76587614473881
12,Random,Parental,1.13623027211781
12,Random,Parental,5.75680986242907
12,Random,Parental,3.13530500711355
12,Random,Parental,4.6618524199829
12,Random,Parental,2.8935643470694
12,Random,Parental,1.1799034868145
12,Random,Parental,2.15184243668956
12,Random,Parental,1.13781958830711
12,Random,Parental,4.91289980662577
12,Random,Parental,1.1160921785335
12,Random,Parental,1.60041306671469
12,Random,Parental,1.38516974525805
12,Random,Parental,1.45400977599801
12,Random,Parental,3.33506167940914
12,Random,Parental,1.83664359004699
12,Random,Parental,1.56397137889422
12,Random,Parental,1.39478891689393
12,Random,Parental,3.71426911597636
12,Random,Parental,1.11149328361972
12,Random,Parental,3.68917827947759
12,Random,Parental,1.24345631640726
12,Random,Parental,1.43842058216131
12,Random,Parental,1.48699643060926
12,Random,Parental,1.53336684504903
12,Random,Parental,1.23665937865037
12,Random,Parental,3.07902535744729
12,Random,Parental,1.23851650333151
12,Random,Parental,1.25221661010802
12,Random,Parental,3.11005660175028
12,Random,Parental,1.90981475326841
12,Random,Parental,2.40126533651315
12,Random,Parental,1.87891949615977
12,Random,Parental,2.37668779821196
12,Random,Parental,1.96510721299479
12,Random,Parental,1.91281903939329
12,Random,Parental,2.05993087394057
12,Random,Parental,2.44417150825215
12,Random,Parental,2.3802729744027
12,Random,Parental,1.43625180714349
12,Random,Parental,1.11704320888997
12,Random,Parental,1.25436622911321
12,Random,Parental,1.47907584062651
12,Random,Parental,1.74845798975464
12,Random,Parental,1.28878927942283
12,Random,Parental,4.74494590242709
12,Random,Parental,3.63660537780338
12,Random,Parental,1.2434689643012
12,Random,Parental,1.42170935157391
12,Random,Parental,1.16040218318891
12,Random,Parental,2.22749330810254
12,Random,Parental,7.58116996817059
12,Random,Parental,1.26424527935406
12,Random,Parental,1.14944091609311
12,Random,Parental,2.76067330221453
12,Random,Parental,1.36988074358886
12,Random,Parental,3.70067623453718
12,Random,Parental,1.17050916834833
12,Random,Parental,4.60125437964651
12,Random,Parental,4.75842682363442
12,Random,Parental,1.17935799464883
12,Random,Parental,1.75124423648728
12,Random,Parental,2.08433799080069
12,Random,Parental,4.23581732251713
12,Random,Parental,3.14461694921449
12,Random,Parental,2.99529997284359
12,Random,Parental,4.19840385343172
12,Random,Parental,1.55239510432589
12,Random,Parental,1.53906490697692
12,Random,Parental,1.94520100050763
12,Random,Parental,1.19581592126781
12,Random,Parental,1.31219412341912
12,Random,Parental,1.46331648005162
12,Random,Parental,1.4800499627343
12,Random,Parental,1.60988042393209
12,Random,Parental,2.86883653319313
12,Random,Parental,1.34469951468043
12,Random,Parental,1.34324015937428
12,Random,Parental,1.10762752281575
12,Random,Parental,2.03244758514704
12,Random,Parental,1.58887976633452
12,Random,Parental,3.73588209418333
12,Random,Parental,1.15804284700863
12,Random,Parental,3.61426693142553
12,Random,Parental,1.20869726127677
12,Random,Parental,1.51934988822215
12,Random,Parental,1.17369635724478
12,Random,Parental,1.30098165990526
12,Random,Parental,2.097129053107
12,Random,Parental,2.46781421507959
12,Random,Parental,2.28676807927797
12,Random,Parental,1.99887293475169
12,Random,Parental,1.38522948793221
12,Random,Parental,4.07151710461374
12,Random,Parental,2.3184277970229
12,Random,Parental,2.11640325123548
12,Random,Parental,1.2121549052227
12,Random,Parental,1.66078114319547
12,Random,Parental,2.18208829203071
12,Random,Parental,3.04611219511464
12,Random,Parental,1.20034504732929
12,Random,Parental,5.086702929742
12,Random,Parental,1.56192915870207
12,Random,Parental,2.61358679048278
12,Random,Parental,1.11697300778819
12,Random,Parental,1.19482229439635
12,Random,Parental,3.51253722565409
12,Random,Parental,3.60976975764135
12,Random,Parental,1.33033175128753
12,Random,Parental,2.78792807870816
12,Random,Parental,3.07726745186238
12,Random,Parental,2.19271151776045
12,Random,Parental,2.06942795458199
12,Random,Parental,3.31712598891614
12,Random,Parental,2.39808226741696
12,Random,Parental,1.34859628380785
12,Random,Parental,3.12783541026151
12,Random,Parental,1.66033300314016
12,Random,Parental,1.45983597225044
12,Random,Parental,5.36132210591906
12,Random,Parental,1.58855078197498
12,Random,Parental,3.35335036259339
12,Random,Parental,1.36046379826322
12,Random,Parental,2.09093896340323
12,Random,Parental,2.3378082810852
12,Random,Parental,2.70882714225033
12,Random,Parental,3.21744855159896
12,Random,Parental,1.55124604249626
12,Random,Parental,1.60350589584883
12,Random,Parental,1.14100759318186
12,Random,Parental,6.42879225333941
12,Random,Parental,1.10073205191087
12,Random,Parental,1.76883086916705
12,Random,Parental,1.88295107345474
12,Random,Parental,2.81451425991242
12,Random,Parental,1.18505344986682
12,Random,Parental,3.62988603669817
12,Random,Parental,1.19842945393873
12,Random,Parental,3.23221552628595
12,Random,Parental,1.64928811010075
12,Random,Parental,1.89078074619262
12,Random,Parental,1.31527429847889
12,Random,Parental,3.35721523299935
12,Random,Parental,1.18256767036999
12,Random,Parental,1.30291807491762
12,Random,Parental,2.68699782176999
12,Random,Parental,1.9812961519871
12,Random,Parental,2.04349243001675
12,Random,Parental,2.95461149199652
12,Random,Parental,1.91473103512301
12,Random,Parental,1.64969963263062
12,Random,Parental,2.65976393235938
12,Random,Parental,2.68370987536892
12,Random,Parental,1.11859095599773
12,Random,Parental,1.30366573552114
12,Random,Parental,1.86554807479931
12,Random,Parental,2.43039361849932
12,Random,Parental,2.29726595410485
12,Random,Parental,1.26723833890657
12,Random,Parental,1.91859051319211
12,Random,Parental,2.02062073511417
12,Random,Parental,1.42160943136844
12,Random,Parental,6.19907949895267
12,Random,Parental,1.26561440264239
12,Random,Parental,1.22394418803619
12,Random,Parental,1.97863064906683
12,Random,Parental,1.6951688483878
12,Random,Parental,1.22856803151384
12,Random,Parental,4.54886768645193
12,Random,Parental,4.26925822996194
12,Random,Parental,1.29875481911778
12,Random,Parental,1.50011865113258
12,Random,Parental,1.6500474039912
12,Random,Parental,1.15910136608087
12,Random,Parental,1.76133132780387
12,Random,Parental,1.53497820691571
12,Random,Parental,1.31064829706523
12,Random,Parental,1.17551471819723
12,Random,Parental,1.5060810631134
12,Random,Parental,2.07943002257234
12,Random,Parental,3.2093767920476
12,Random,Parental,3.83991340934829
12,Random,Parental,2.57035150736182
12,Random,Parental,2.88174843361931
12,Random,Parental,2.43004488542489
12,Random,Parental,1.69045586762517
12,Random,Parental,1.49530475529941
12,Random,Parental,1.56122452277521
12,Random,Parental,1.79613118562581
12,Random,Parental,2.45232203985232
12,Random,Parental,1.31016435094095
12,Random,Parental,1.21565593618021
12,Random,Parental,1.90995534833025
12,Random,Parental,1.46208861555787
12,Random,Parental,1.35225561271712
12,Random,Parental,1.33805823450005
12,Random,Parental,1.2028555776839
12,Random,Parental,1.56860937694364
12,Random,Parental,1.14866171997527
12,Random,Parental,1.12996991825689
12,Random,Parental,1.11540714888804
12,Random,Parental,1.43559494515117
12,Random,Parental,2.10718568462217
12,Random,Parental,7.89903980855978
12,Random,Parental,1.29931116377275
12,Random,Parental,1.52463082048392
12,Random,Parental,1.2193397526557
12,Random,Parental,1.35764306333996
12,Random,Parental,2.54647534444274
12,Random,Parental,1.44953131029566
12,Random,Parental,2.69840951697719
12,Random,Parental,1.1981140990709
12,Random,Parental,3.08484664670509
12,Random,Parental,1.35573080989288
12,Random,Parental,1.59363575946521
12,Random,Parental,1.13966588676339
12,Random,Parental,3.51512037227633
12,Random,Parental,1.2828012464873
12,Random,Parental,3.71516516321001
12,Random,Parental,4.9723482988623
12,Random,Parental,1.3052798672635
12,Random,Parental,3.1163012600219
12,Random,Parental,2.98558013522207
12,Random,Parental,1.33286026661319
12,Random,Parental,2.90619872948726
12,Random,Parental,1.61355287681469
12,Random,Parental,2.57254465077468
12,Random,Parental,1.82028812191591
12,Random,Parental,1.20498992323222
12,Random,Parental,2.48353235783259
12,Random,Parental,3.79473255594391
12,Random,Parental,2.1905874159963
12,Random,Parental,1.53316923049126
12,Random,Parental,1.26217963377871
12,Random,Parental,2.01200493319792
12,Random,Parental,1.40074958917402
12,Random,Parental,1.18430926717551
12,Random,Parental,1.11499119836981
12,Random,Parental,2.43053063854795
12,Random,Parental,3.56019043218683
12,Random,Parental,1.18656708031649
12,Random,Parental,1.46607587572602
12,Random,Parental,2.27906229249279
12,Random,Parental,1.17782571052471
12,Random,Parental,1.43576295086854
12,Random,Parental,2.38848989319301
12,Random,Parental,1.12805466798158
12,Random,Parental,4.18035158486957
12,Random,Parental,2.65137465064434
12,Random,Parental,1.1650817849046
12,Random,Parental,1.46876320715715
12,Random,Parental,1.31797654313498
12,Random,Parental,1.13578183648698
12,Random,Parental,2.84261819540831
12,Random,Parental,1.35299176589738
12,Random,Parental,1.67798285815084
12,Random,Parental,2.86071458748201
12,Random,Parental,1.15489236839727
12,Random,Parental,1.47435770099255
12,Random,Parental,2.42301335154735
12,Random,Parental,3.83712513528232
12,Random,Parental,1.22707521534202
12,Random,Parental,2.04691581379112
12,Random,Parental,1.32282009567381
12,Random,Parental,2.46282434033617
12,Random,Parental,1.2058889485707
12,Random,Parental,2.20466639149784
12,Random,Parental,1.17538054969654
12,Random,Parental,1.61572245166618
12,Random,Parental,2.22652831801613
12,Random,Parental,2.60302068097395
12,Random,Parental,1.87996545685846
12,Random,Parental,3.13506542188753
12,Random,Parental,2.79074447785155
12,Random,Parental,2.30036422572027
12,Random,Parental,2.20111542808776
12,Random,Parental,1.58810077968134
12,Random,Parental,1.44236310047664
12,Random,Parental,1.21237381555448
12,Random,Parental,2.30541744719356
12,Random,Parental,1.35421249403869
12,Random,Parental,1.28936261446148
12,Random,Parental,2.13950367941633
12,Random,Parental,3.42423823757867
12,Random,Parental,1.25444947659371
12,Random,Parental,3.7328882358718
12,Random,Parental,2.46069896808551
12,Random,Parental,1.42926660056326
12,Random,Parental,1.71243486264504
12,Random,Parental,1.16613469722136
12,Random,Parental,3.46182967213281
12,Random,Parental,1.59128681286473
12,Random,Parental,2.76551923383747
12,Random,Parental,1.55480049376196
12,Random,Parental,1.39152785075307
12,Random,Parental,2.18259615694683
12,Random,Parental,4.70693942615201
12,Random,Parental,1.7237576993606
12,Random,Parental,1.71367737241636
12,Random,Parental,2.98825163638576
12,Random,Parental,1.40444788756628
12,Random,Parental,1.27715849641812
12,Random,Parental,2.73813994554427
12,Random,Parental,1.98314206941884
12,Random,Parental,1.98920304648048
12,Random,Parental,3.29840364922218
12,Random,Parental,2.07772179563932
12,Random,Parental,1.64405255961527
12,Random,Parental,1.14357231786266
12,Random,Parental,2.3457584497726
12,Random,Parental,2.2811998876792
12,Random,Parental,1.11885747392483
12,Random,Parental,3.51700042564917
12,Random,Parental,4.71375444782872
12,Random,Parental,3.71598369729335
12,Random,Parental,6.0264141881953
12,Random,Parental,1.60785943198554
12,Random,Parental,2.32414297826333
12,Random,Parental,1.11319676690586
12,Random,Parental,1.27574600653935
12,Random,Parental,2.19794684707549
12,Random,Parental,1.17702259226052
12,Random,Parental,1.27121783160391
12,Random,Parental,1.6198793448344
12,Random,Parental,2.21377566329801
12,Random,Parental,1.26113281147142
12,Random,Parental,1.18192742583626
12,Random,Parental,1.49201428359279
12,Random,Parental,2.7025818096643
12,Random,Parental,1.52760222250881
12,Random,Parental,1.22609336146878
12,Random,Parental,1.3858626884156
12,Random,Parental,1.11584052429409
12,Random,Parental,1.78262495920359
12,Random,Parental,2.1527111813767
12,Random,Parental,1.69048703146605
12,Random,Parental,1.32504434076911
12,Random,Parental,1.15963351347596
12,Random,Parental,1.25685264621155
12,Random,Parental,2.19119373674479
12,Random,Parental,2.19764218356894
12,Random,Parental,1.36238101516085
12,Random,Parental,1.40929085554823
12,Random,Parental,2.73661180747107
12,Random,Parental,1.48958911078293
12,Random,Parental,1.72808660792221
12,Random,Parental,1.10570327240653
12,Random,Parental,1.91913400958134
12,Random,Parental,2.20310161338212
12,Random,Parental,1.82983084763248
12,Random,Parental,1.25054077665098
12,Random,Parental,3.13718667171343
12,Random,Parental,1.19262179310753
12,Random,Parental,1.23927639525924
12,Random,Parental,1.83007843828106
12,Random,Parental,1.86830025378253
12,Random,Parental,1.21248804218299
12,Random,Parental,2.6235415789931
12,Random,Parental,1.10915146597455
12,Random,Parental,1.45778466855729
12,Random,Parental,1.31201873446471
12,Random,Parental,1.34399200171708
12,Random,Parental,1.87395996368843
12,Random,Parental,1.86511979528942
12,Random,Parental,1.29307873479478
12,Random,Parental,1.15818322368667
12,Random,Parental,1.18828210265051
12,Random,Parental,2.21258558911316
12,Random,Parental,1.16246101714545
12,Random,Parental,2.03931309694622
12,Random,Parental,1.63734233819855
12,Random,Parental,2.31373425888148
12,Random,Parental,1.32107339436885
12,Random,Parental,8.24625580144831
12,Random,Parental,1.60410687759637
12,Random,Parental,2.17386625839088
12,Random,Parental,2.08284016271065
12,Random,Parental,1.23735053474501
12,Random,Parental,1.21269531394186
12,Random,Parental,1.18336343785415
12,Random,Parental,1.93650981031066
12,Random,Parental,1.73675953642115
12,Random,Parental,1.27219162331181
12,Random,Parental,1.37250355654898
12,Random,Parental,2.36709334294853
12,Random,Parental,2.93513091989054
12,Random,Parental,2.54165897723358
12,Random,Parental,2.46475336000047
12,Random,Parental,1.23535008701292
12,Random,Parental,1.97535290255083
12,Random,Parental,2.6757298432025
12,Random,Parental,1.19903576143527
12,Random,Parental,1.50099985125813
12,Random,Parental,3.66116963614804
12,Random,Parental,4.60925403644588
12,Random,Parental,1.31009031995343
12,Random,Parental,1.47895310458656
12,Random,Parental,2.14630934144611
12,Random,Parental,1.37650404909014
12,Random,Parental,1.37655986352287
12,Random,Parental,1.20314082200178
12,Random,Parental,1.39797432039385
12,Random,Parental,3.30827076281464
12,Random,Parental,1.72989985512265
12,Random,Parental,3.58426531522772
12,Random,Parental,1.57717080383964
12,Random,Parental,1.34580966579645
12,Random,Parental,1.20969800007985
12,Random,Parental,1.51137945851229
12,Random,Parental,1.22154893018641
12,Random,Parental,2.78548940865645
12,Random,Parental,3.58918794702447
12,Random,Parental,1.1721065498921
12,Random,Parental,1.78868703614114
12,Random,Parental,1.58743036923129
12,Random,Parental,1.11765630518016
12,Random,Parental,2.64600562153817
12,Random,Parental,3.4942656471747
12,Random,Parental,1.89691602620526
12,Random,Parental,1.12103357986683
12,Random,Parental,3.85648830113279
12,Random,Parental,3.13116156232791
12,Random,Parental,3.25803302203329
12,Random,Parental,1.16136016770203
12,Random,Parental,1.12061222418011
12,Random,Parental,1.60584368569516
12,Random,Parental,1.21222000757778
12,Random,Parental,1.50801007871387
12,Random,Parental,1.13579992979047
12,Random,Parental,2.28929865254565
12,Random,Parental,3.35627837826683
12,Random,Parental,2.66480296027672
12,Random,Parental,1.31775813495226
12,Random,Parental,1.56614954859875
12,Random,Parental,2.32812863229232
12,Random,Parental,2.71091125326591
12,Random,Parental,2.46009816117784
12,Random,Parental,1.5495496113984
12,Random,Parental,2.5981274834716
12,Random,Parental,1.78628282216198
12,Random,Parental,2.08358679542958
12,Random,Parental,1.24838285007993
12,Random,Parental,1.20596427049055
12,Random,Parental,2.74981514986465
12,Random,Parental,1.19754815645548
12,Random,Parental,1.3471714390377
12,Random,Parental,3.21368085597977
12,Random,Parental,2.46981793941404
12,Random,Parental,1.53861634558426
12,Random,Parental,1.35677278192302
12,Random,Parental,1.60218112833083
12,Random,Parental,6.07137229929396
12,Random,Parental,2.40515241734576
12,Random,Parental,1.27638658231934
12,Random,Parental,1.22314759091068
12,Random,Parental,1.84654557449895
12,Random,Parental,1.59605427575243
12,Random,Parental,2.60935059181096
12,Random,Parental,1.70963686295551
12,Random,Parental,1.26156255369171
12,Random,Parental,1.51612071363368
12,Random,Parental,3.22527085160601
12,Random,Parental,1.78007777135561
12,Random,Parental,1.23021067092424
12,Random,Parental,1.12999204313035
12,Random,Parental,1.51016913626611
12,Random,Parental,1.14281520280784
12,Random,Parental,3.39168190137011
12,Random,Parental,1.19452237099885
12,Random,Parental,1.35953650815711
12,Random,Parental,2.55475549136562
12,Random,Parental,1.3143468620398
12,Random,Parental,2.73170776431371
12,Random,Parental,1.36847295854834
12,Random,Parental,1.82371408173425
12,Random,Parental,1.39382356510423
12,Random,Parental,1.2076031751213
12,Random,Parental,1.13551863202078
12,Random,Parental,1.36317878040789
12,Random,Parental,1.11192236841428
12,Random,Parental,1.14466414470909
12,Random,Parental,1.122441736171
12,Random,Parental,1.12715489980679
12,Random,Parental,1.16425610895269
12,Random,Parental,1.57465524554094
12,Random,Parental,1.59902226877692
12,Random,Parental,1.50276472759913
12,Random,Parental,1.2766591797961
12,Random,Parental,1.43023438230008
12,Random,Parental,1.54764668446711
13,Random,Parental,1.47655747756276
13,Random,Parental,1.40193819798222
13,Random,Parental,2.2066097002554
13,Random,Parental,1.31465998286676
13,Random,Parental,1.5544103884064
13,Random,Parental,1.57170439862472
13,Random,Parental,1.17329937381718
13,Random,Parental,2.51262557574668
13,Random,Parental,1.24635419849984
13,Random,Parental,2.82007879882217
13,Random,Parental,1.49345079914138
13,Random,Parental,2.23932569052146
13,Random,Parental,1.13477347250557
13,Random,Parental,4.94929009525244
13,Random,Parental,1.37341968291039
13,Random,Parental,1.37147274524398
13,Random,Parental,2.00418617686473
13,Random,Parental,1.4778908008697
13,Random,Parental,1.62236195205836
13,Random,Parental,4.53250986541013
13,Random,Parental,3.85194602157433
13,Random,Parental,4.48728509249193
13,Random,Parental,1.42964365388927
13,Random,Parental,2.36828771578746
13,Random,Parental,1.1796777158005
13,Random,Parental,1.22860985094371
13,Random,Parental,1.25138345691468
13,Random,Parental,1.72120210314703
13,Random,Parental,4.26628034144156
13,Random,Parental,1.28620674870096
13,Random,Parental,1.3743289670431
13,Random,Parental,1.87378389601728
13,Random,Parental,3.28549666463687
13,Random,Parental,1.94498817418345
13,Random,Parental,5.3111632410979
13,Random,Parental,1.48726214010307
13,Random,Parental,1.34729099429339
13,Random,Parental,1.11268275296636
13,Random,Parental,1.46694931650738
13,Random,Parental,1.30625057667991
13,Random,Parental,3.21136878295039
13,Random,Parental,1.22284350037681
13,Random,Parental,2.10574659953058
13,Random,Parental,1.12924596122909
13,Random,Parental,1.78213880180042
13,Random,Parental,1.20112314431405
13,Random,Parental,1.44438042622911
13,Random,Parental,1.32347333222754
13,Random,Parental,2.9950386186268
13,Random,Parental,1.23341123575877
13,Random,Parental,1.21449824913067
13,Random,Parental,1.2687584508982
13,Random,Parental,3.04682974466813
13,Random,Parental,5.97129250343309
13,Random,Parental,1.81756342407291
13,Random,Parental,4.23185393095132
13,Random,Parental,1.14398521126349
13,Random,Parental,1.10508625281542
13,Random,Parental,1.78251797892688
13,Random,Parental,1.73277956034744
13,Random,Parental,1.83526231953881
13,Random,Parental,1.78400537486835
13,Random,Parental,1.24513032137946
13,Random,Parental,1.10259341249489
13,Random,Parental,1.35884365112904
13,Random,Parental,1.17983963223479
13,Random,Parental,1.28829502256536
13,Random,Parental,1.8699220704646
13,Random,Parental,1.25633068919054
13,Random,Parental,4.87379535826929
13,Random,Parental,1.15185998441772
13,Random,Parental,3.92317297116013
13,Random,Parental,2.55152261662009
13,Random,Parental,3.11106855121987
13,Random,Parental,3.15302264244049
13,Random,Parental,2.49012299560612
13,Random,Parental,1.84414226568652
13,Random,Parental,5.30038771110774
13,Random,Parental,1.28507588911489
13,Random,Parental,1.36529793432885
13,Random,Parental,1.20751560514388
13,Random,Parental,2.84755817130513
13,Random,Parental,2.66597780086805
13,Random,Parental,1.24057153335566
13,Random,Parental,1.99343892957697
13,Random,Parental,1.51960143614072
13,Random,Parental,1.53938847729809
13,Random,Parental,1.22137106721577
13,Random,Parental,3.6361541428029
13,Random,Parental,1.10658363719052
13,Random,Parental,1.50244657985841
13,Random,Parental,3.95731607479108
13,Random,Parental,1.27732036155526
13,Random,Parental,1.41888474812047
13,Random,Parental,4.66202678809754
13,Random,Parental,1.8523312459399
13,Random,Parental,1.50657968331838
13,Random,Parental,2.24820001118692
13,Random,Parental,4.35309791767955
13,Random,Parental,1.43707058635793
13,Random,Parental,1.40601550606178
13,Random,Parental,1.4401870478701
13,Random,Parental,2.1997957961047
13,Random,Parental,1.16554398484244
13,Random,Parental,1.9426153893502
13,Random,Parental,1.38726974207015
13,Random,Parental,1.19637971265499
13,Random,Parental,2.0417834357951
13,Random,Parental,3.66918865809073
13,Random,Parental,1.16604181170213
13,Random,Parental,1.16057378246465
13,Random,Parental,1.68446595569826
13,Random,Parental,1.36159703165289
13,Random,Parental,3.79598386937299
13,Random,Parental,1.70776509078439
13,Random,Parental,2.2707247031131
13,Random,Parental,1.99012301747676
13,Random,Parental,1.18690762907973
13,Random,Parental,1.19442094224226
13,Random,Parental,1.28301761208904
13,Random,Parental,1.7645649573122
13,Random,Parental,1.25832519211917
13,Random,Parental,1.12620412171219
13,Random,Parental,1.25886921235866
13,Random,Parental,1.54598212961874
13,Random,Parental,1.14403276501178
13,Random,Parental,1.13866794523359
13,Random,Parental,1.10890130308631
13,Random,Parental,3.86032190533919
13,Random,Parental,4.16234068137236
13,Random,Parental,1.56703985061535
13,Random,Parental,1.31490784273419
13,Random,Parental,4.64317315529534
13,Random,Parental,3.50658102401838
13,Random,Parental,2.17978956759586
13,Random,Parental,2.00151695468774
13,Random,Parental,1.29869026200329
13,Random,Parental,2.09281958423713
13,Random,Parental,3.0466505435166
13,Random,Parental,3.05192103529491
13,Random,Parental,1.22992268783465
13,Random,Parental,1.1870046073222
13,Random,Parental,1.20440407550601
13,Random,Parental,1.52151907886435
13,Random,Parental,3.43597506429091
13,Random,Parental,3.64745797462595
13,Random,Parental,1.1115431349358
13,Random,Parental,1.88385259106539
13,Random,Parental,1.31879990085861
13,Random,Parental,1.51005386375179
13,Random,Parental,1.20733506743146
13,Random,Parental,1.29638482329283
13,Random,Parental,1.32764739469162
13,Random,Parental,2.50214417550832
13,Random,Parental,1.36547423722717
13,Random,Parental,1.16204680734303
13,Random,Parental,2.01060133194876
13,Random,Parental,1.15632792928693
13,Random,Parental,4.88922437912658
13,Random,Parental,1.35775012746562
13,Random,Parental,3.01204936618207
13,Random,Parental,1.2215169079729
13,Random,Parental,1.88431574029499
13,Random,Parental,2.05126219753479
13,Random,Parental,3.16131298665553
13,Random,Parental,3.42757657272087
13,Random,Parental,1.12063436351352
13,Random,Parental,1.29483938268581
13,Random,Parental,1.1940996098861
13,Random,Parental,1.47470038717178
13,Random,Parental,1.11430864968684
13,Random,Parental,4.01671200568412
13,Random,Parental,1.10975870345001
13,Random,Parental,6.43329269622182
13,Random,Parental,2.97383570098792
13,Random,Parental,1.85337939738139
13,Random,Parental,1.76351731923313
13,Random,Parental,2.51103830829205
13,Random,Parental,3.01397864556964
13,Random,Parental,4.56920855821905
13,Random,Parental,3.28638211461004
13,Random,Parental,1.31359696957758
13,Random,Parental,4.56722903039107
13,Random,Parental,2.87070035526906
13,Random,Parental,1.20494043926169
13,Random,Parental,1.16852476934875
13,Random,Parental,4.11777709487181
13,Random,Parental,3.73780472179275
13,Random,Parental,1.87690358494824
13,Random,Parental,2.07146399550567
13,Random,Parental,1.31979059438993
13,Random,Parental,1.75062808365842
13,Random,Parental,3.00571013232684
13,Random,Parental,1.56532394680767
13,Random,Parental,1.92478356270358
13,Random,Parental,4.89615875847741
13,Random,Parental,1.22121234176108
13,Random,Parental,3.52488990292894
13,Random,Parental,2.06215216848074
13,Random,Parental,3.10369061930733
13,Random,Parental,1.59572170487095
13,Random,Parental,1.18960673489062
13,Random,Parental,1.19322463350614
13,Random,Parental,4.11583204985952
13,Random,Parental,5.04274811392981
13,Random,Parental,3.62956983711432
13,Random,Parental,1.8104367929393
13,Random,Parental,1.98990287613877
13,Random,Parental,3.29174673887049
13,Random,Parental,3.68800716468732
13,Random,Parental,1.18519742942139
13,Random,Parental,1.39611490026064
13,Random,Parental,2.1809056663329
13,Random,Parental,1.28638011712691
13,Random,Parental,2.24894864381546
13,Random,Parental,2.89643638494342
13,Random,Parental,1.21192324042183
13,Random,Parental,2.7580811323111
13,Random,Parental,3.33356686541681
13,Random,Parental,2.02920326040137
13,Random,Parental,1.3726742822714
13,Random,Parental,2.60066338080467
13,Random,Parental,2.37378128357265
13,Random,Parental,1.60104479369123
13,Random,Parental,3.46799817439086
13,Random,Parental,1.73542398444839
13,Random,Parental,1.76731156443193
13,Random,Parental,1.37160023541706
13,Random,Parental,1.23219168858564
13,Random,Parental,1.39562989772261
13,Random,Parental,3.4930790613272
13,Random,Parental,1.12663895500916
13,Random,Parental,2.11543862653489
13,Random,Parental,2.36557788165208
13,Random,Parental,3.81452056025633
13,Random,Parental,2.06610142432451
13,Random,Parental,5.47562209443887
13,Random,Parental,1.33136493195353
13,Random,Parental,1.31896241800443
13,Random,Parental,5.55909883690655
13,Random,Parental,1.31885295541105
13,Random,Parental,4.4726379068254
13,Random,Parental,1.24503103546558
13,Random,Parental,2.26500815056127
13,Random,Parental,1.62425095212189
13,Random,Parental,1.37655136091324
13,Random,Parental,1.30353812194632
13,Random,Parental,1.9699543779152
13,Random,Parental,1.24363310986411
13,Random,Parental,1.5012257962807
13,Random,Parental,1.48603766594722
13,Random,Parental,1.17609295098372
13,Random,Parental,1.26576260994751
13,Random,Parental,4.59503523903673
13,Random,Parental,1.13612946440723
13,Random,Parental,2.56188744970433
13,Random,Parental,3.09097522251093
13,Random,Parental,3.92672189564739
13,Random,Parental,2.87032376578842
13,Random,Parental,5.5614500166685
13,Random,Parental,1.44428984532652
13,Random,Parental,1.32235360295316
13,Random,Parental,1.56014537367708
13,Random,Parental,7.10209377113094
13,Random,Parental,1.12430255202987
13,Random,Parental,1.1159193888263
13,Random,Parental,2.19049439300908
13,Random,Parental,1.20988045192598
13,Random,Parental,1.61231848109232
13,Random,Parental,5.04749766769278
13,Random,Parental,2.08163860153769
13,Random,Parental,3.13401561726329
13,Random,Parental,1.29294378497795
13,Random,Parental,1.17353769387587
13,Random,Parental,1.31392286614675
13,Random,Parental,1.71009516806886
13,Random,Parental,1.18809387218919
13,Random,Parental,1.81152146144329
13,Random,Parental,1.23445799190652
13,Random,Parental,3.50368828019828
13,Random,Parental,3.79021523532917
13,Random,Parental,1.35095288049227
13,Random,Parental,1.10701574691674
13,Random,Parental,2.1420663164249
13,Random,Parental,5.64207632890403
13,Random,Parental,1.30047779725811
13,Random,Parental,1.17811354004095
13,Random,Parental,1.7043703994003
13,Random,Parental,1.6525143662512
13,Random,Parental,1.14305743989481
13,Random,Parental,2.17271847573699
13,Random,Parental,3.03346444367304
13,Random,Parental,1.66421992632257
