Class,Number,CentroidX,CentroidY,Area,ActualArea,AspectRatio,MajorAxisLength,MinorAxisLength
Alive,1,766.970684039088,19.4071661237785,1228,352.424935470912,1.87464542642257,54.310483532239,28.9710698176566
Alive,2,891.347953216374,15.5263157894737,1026,294.452755531886,1.4939989949117,44.9321463881872,30.075084749868
Alive,3,1018.23456364264,49.2697481890307,2899,831.986879421967,4.58676912185187,132.750069789874,28.9419559309052
Alive,4,1231.53280580284,78.6416089680185,3033,870.443672054786,3.8568920292739,129.842794967191,33.6651360685448
Alive,5,1000.61419354839,65.4283870967742,1550,444.836034185598,3.09575595385818,79.2725155236147,25.6068361670496
Alive,6,1169.04281009879,67.4204171240395,1822,522.897583410425,1.43754905052338,58.1520826524529,40.4522423991593
Dead,7,253.773433007476,86.394479585969,1739,499.077331257261,1.1795835558575,51.265733810804,43.4608752862246
Alive,8,856.776139410188,91.0223413762288,2238,642.285835166044,2.43826806121962,84.3010871480084,34.5741670035415
Alive,9,132.678899082569,89.1869266055046,872,250.256143103123,2.34213043072742,53.0137058547997,22.6348221940546
Dead,10,331.768683274021,105.223013048636,843,241.933404399006,1.18506004569166,35.7083628910758,30.1321127320891
Alive,11,1073.30341880342,124.465811965812,1638,470.091241287748,2.48078800702671,73.6464556651362,29.6867186783136
Alive,12,127.95885286783,114.714463840399,1604,460.333547634645,1.57597911188296,57.9985102534631,36.8015729498896
Alive,13,910.31966787753,147.109496626881,1927,553.031637339127,3.35159424019084,92.1305022353469,27.4885608557738
Alive,14,1132.51858037578,145.72860125261,2395,687.343420564198,1.30598426068569,63.3465583258422,48.5048405503624
Alive,15,337.2848,135.8704,625,179.369368623225,1.21655306988299,31.4162757478406,25.8240076208614
Alive,16,1049.52750992626,151.602382302893,1763,505.965115012393,3.95801551420713,102.655742739913,25.9361648208387
Dead,17,126.18831942789,151.262216924911,839,240.785440439817,1.12540498232616,34.7936695241465,30.9165767617534
Dead,18,314.025641025641,159.27380952381,1092,313.394160858499,1.09819395012565,39.2017675891949,35.6965794472914
Alive,19,682.615841584158,187.470891089109,2525,724.652249237829,1.53711862251062,71.190762559408,46.3144233091978
Dead,20,1060.0983814662,188.44969850841,3151,904.308608850851,1.07755840571387,67.3519243630636,62.5041983858348
Alive,21,584.664268585132,181.695443645084,834,239.350485490831,1.68717090642183,42.8876359789147,25.4198527343453
Dead,22,945.169072164948,191.531958762887,970,278.381260103245,1.132770378863,37.5090720460668,33.1126879250816
Alive,23,639.041148735534,219.916845263609,2333,669.549979196774,2.62236245412276,90.1249329481364,34.3678398866816
Dead,24,826.707762557078,227.090753424658,1752,502.808214124624,1.14219854439385,52.1328060301798,45.6425078512475
Dead,25,599.701670644391,233.799522673031,2095,601.24612362505,1.02735503262831,52.4635200962379,51.0665918110303
Alive,26,815.098060941828,265.603324099723,1805,518.018736583874,3.29605509758114,94.2588478259306,28.5974733538599
Alive,27,1150.78379746835,271.342278481013,1975,566.807204849391,3.05126794703438,92.4274253211716,30.2914810910017
Dead,28,740.359874279728,252.729701414353,1909,547.865799522778,1.04748313109822,50.5249119626306,48.2345829375395
Alive,29,185.136708860759,247.478481012658,395,113.361440969878,2.53025579818215,35.9934367884658,14.2252166023393
Dead,30,1172.28652751423,252.620493358634,1054,302.488503246207,1.11443978738157,38.8765641521553,34.8844007476596
Alive,31,943.221022318215,262.218142548596,1389,398.630484828255,1.42041666241495,50.9989817691375,35.9042407193608
Alive,32,886.652873563218,261.264367816092,1305,374.523241685294,1.26143318239397,46.0113554049969,36.4754598556506
Alive,33,619.367256637168,264.336283185841,678,194.579891082474,1.24266754848038,32.8456118743465,26.4315358637251
Alive,34,464.151712328767,292.772945205479,2920,838.013690207707,1.80657001652989,88.6074674716514,49.0473475486166
Alive,35,635.073954983923,280.43729903537,933,267.76259348075,2.31397643252639,53.7515428931696,23.2290796646031
Alive,36,720.558989518947,359.970975544209,3721,1067.89347303523,7.00869566569228,209.049034274498,29.827095403471
Dead,37,887.520851818988,297.340727595386,1127,323.438845501399,1.07962161207773,39.4340228565215,36.5257812694494
Alive,38,1290.8347826087,292.378260869565,230,66.0079276533468,1.63014606448646,22.7126951998555,13.9329203036849
Alive,39,828.896630236794,311.937158469945,2196,630.232213594563,2.75114760878511,90.4312133507747,32.870360376886
Dead,40,149.356215213358,308.784786641929,539,154.688143500669,1.10598437630075,27.5998471353812,24.9550063516233
Alive,41,332.537254901961,327.513289760349,2295,658.644321584482,2.0185709732858,78.3029185165121,38.7912634991733
Dead,42,746.398815399803,335.551826258638,1013,290.721872664523,1.05661861803233,36.9757437892787,34.9944087282278
Alive,43,278.087560806115,354.041000694927,1439,412.980034318113,3.04554834407084,76.9568482880394,25.2686346082344
Alive,44,133.182152406417,370.127339572193,2992,858.677041473102,3.56044912754684,123.407509992919,34.6606581282477
Alive,45,254.148556876061,388.311969439728,2356,676.150771962109,3.38139121764647,102.931445308013,30.4405609060687
Alive,46,990.853309481216,374.424567680382,1677,481.283889889837,3.92478510763724,95.8721059235438,24.4273516369052
Alive,47,50.1325203252033,386.034959349594,1230,352.998917450507,2.04527281592639,61.1862727741566,29.9159468104713
Alive,48,1092.78166550035,394.792162351295,1429,410.110124420142,1.2857421164304,48.6145693341695,37.8105132537293
Alive,49,893.29302572262,418.388756298064,3771,1082.24302252509,2.32264018746844,147.891292331728,63.6737851732955
Alive,50,836.351007423118,401.888653234358,943,270.632503378722,1.25104828205601,39.7609682071922,31.7821212638156
Dead,51,181.441992882562,421.698220640569,1405,403.22234066501,1.1071107062351,44.5907239019786,40.2766621719486
Alive,52,1036.74213483146,430.683146067416,1780,510.843961838945,1.97006805666441,69.3441674654952,35.1988690090758
Alive,53,1147.47535641548,468.820773930754,2455,704.562879952028,6.81613449324303,156.872063335576,23.014813380089
Dead,54,789.729821580289,458.317757009346,1177,337.788394991257,1.10742907477431,40.8915754739733,36.9247804716586
Dead,55,165.705958549223,458.610103626943,772,221.557044123407,1.10741986801504,33.1055654998261,29.894321436697
Alive,56,1289.765625,470.292410714286,448,128.571963429128,2.21926155326944,37.546688042875,16.9185502211584
Dead,57,295.470674486804,482.58064516129,682,195.727855041663,1.16520426147602,31.9647665597466,27.4327580292706
Alive,58,107.180904522613,488.241206030151,995,285.556034848174,1.22673907107495,39.557446689082,32.2460151647563
Alive,59,969.545798637396,498.350492051476,1321,379.115097522048,1.51939549498052,51.428071969189,33.8477191350685
Alive,60,891.460845460845,513.751212751213,1443,414.127998277302,3.68492518988991,93.7729942282248,25.4477335077259
Dead,61,658.960299625468,498.848689138577,1335,383.132971379208,1.1584930490651,44.5271086311572,38.4353696960811
Alive,62,318.758960573477,499.681899641577,1116,320.28194461363,1.20024048395057,41.7422832221046,34.778266339351
Alive,63,140.911637931034,507.316810344828,1856,532.655277063529,4.59016841707466,112.099412402305,24.4216338523254
